	text	emotion
376	After my girl and I talked things over our relationship changed á and became positive.  A diificult time turned into pleasant one.	1
377	When we could not land our plane and we knew that the fuel was á running out.  Bad weather had already frightened us.	2
378	When I read about Reagan's tactical decision concerning the á South African boycott.	3
379	When my half brother became seriously ill with cancer and died á later.	4
380	A film were a woman was attacked and raped.  One did not see the á worst but it had the desired effect - very strong.	5
381	I made a comment and it was interpreted completely differently á from what I had meant.  When I said it I realized how my mother á had understood it.	6
382	I had promised to visit my girlfriend but for different reasons á could not make it.  I rang up later to tell her that I could not á come.	7
383	When I was offered a high position of trust, which I later á accepted.	1
384	I had the window open and the door was shut so that the kitten á would not go out.  My partner came in and started talking about á something and I forgot about the window and suddenly I saw the á kitten hanging from the window frame. I was rigid with fright á till I got hold of her.	2
385	Some noisy guests arrived at the hotel.  I had been slightly á irritated earlier.  At night when I was trying to sleep they were á having a party so I went and yelled at them.  I wanted to sleep á as I had to get up early the next day.	3
386	When I was told that I had not been successful in getting the job I á had been expecting.  I was sure that I was sufficiently á qualified.	4
387	When my cat vomited and a worm came out which was still alive.  I á was forced to wipe it up.	5
388	When I was a child it was found out that I had taken off my á clothes outdoors.  It was summer and my friend and I were out á in the woods.  It had felt exciting at that time.  My parents á discovered that my trousers were back to front and I felt á ashamed.	6
389	When I stole money from my mother and she asked me later if I was á responsible.  I never admitted it.	7
390	When my relationship with my family is very poor I often fear á being excluded from the group, a fear which is stronger in á situations when an argument is on hand.	2
391	Recently when my sister, who is four years younger than me and á very spoiled, shouted at my mother for no apparent reason .  The á heart-broken expression on my mother's face made me feel very á angry.	3
392	"When I watched the T.V programme called \The living planet\"" and á"	4
393	Disgust is a feeling that I have never experienced with peoplie á but , on the other hand, it has been with repulsive animals, i;e á snakes on T.V.	5
394	When relatives have acted strangely, and unfriendly towards me.	6
395	When ,due to hunger and tiredness, I became generally irritated á with my fiancee and made cutting remarks which really hurt him.  á Later I realized that my unfounded irritation had hurt the person á I love most on earth.	7
396	On a boat trip to Denmark, 14 of us had a lot of fun and we á spent SEK 10 each on one armed bandits and against all odds we á won the jackpot of SEK 1000.	1
397	A rainy day, I was cycling downhill and a car door suddenly á opened and while trying to avoid it the back wheels of my bike á got caught in the tram tracks.  I somersaulted but had no á injuries.	2
398	On the way home from Marstrand I was driving behind my father's á car.  Another car tried to push in front of my father and he was á forced to swerve and he thus collided the car with a pillar.  The á other car drove off without even seeing what had happened.	3
